username,frequency,avg_message_length,total_messages,url_ratio,repetition_ratio,time_in_channel,suspicious_links,generic_name,is_bot,collection_date,data_version
bot232_591,88.29,37.0,199,0.719,0.615,62.4,1,1,1,2025-10-20,1.0
Vity2025_592,16.34,98.9,11,0.172,0.394,59.5,0,0,0,2025-10-20,1.0
guest9002_593,188.58,11.9,54,0.581,0.826,22.3,0,1,1,2025-10-20,1.0
Gamerzz_594,12.17,45.7,38,0.102,0.171,78.6,0,0,0,2025-10-20,1.0
user4185_595,74.03,12.9,47,0.796,0.914,103.7,1,1,1,2025-10-20,1.0
alissonlama_596,8.32,72.6,9,0.142,0.223,85.8,1,0,0,2025-10-20,1.0
Evvv_fly_597,19.77,87.2,34,0.08,0.132,103.3,0,0,0,2025-10-20,1.0
guest8192_598,41.73,37.2,54,0.66,0.961,114.3,1,1,1,2025-10-20,1.0
alberatriz_599,27.5,21.5,41,0.282,0.316,32.1,1,0,0,2025-10-20,1.0
FireLive_600,21.5,63.3,64,0.295,0.243,188.9,0,0,0,2025-10-20,1.0
user4667_601,196.37,32.7,73,0.738,0.873,33.4,1,1,1,2025-10-20,1.0
davidr103_602,28.85,49.9,29,0.593,0.637,83.4,1,0,1,2025-10-20,1.0
player178_603,132.76,20.4,250,0.733,0.629,24.1,1,1,1,2025-10-20,1.0
viewer5548_604,39.07,57.4,48,0.449,0.526,44.2,0,1,1,2025-10-20,1.0
Sahory08_605,9.2,105.0,19,0.069,0.07,64.8,1,0,0,2025-10-20,1.0
iloveyomar_606,24.04,116.3,36,0.024,0.161,119.9,0,0,0,2025-10-20,1.0
iracund_607,21.54,57.1,11,0.277,0.041,102.3,0,0,0,2025-10-20,1.0
test6979_608,193.86,31.9,162,0.815,0.881,75.4,1,1,1,2025-10-20,1.0
viewer967_609,117.86,28.0,192,0.511,0.722,78.2,1,1,1,2025-10-20,1.0
player446_610,127.08,39.3,129,0.679,0.731,64.9,1,1,1,2025-10-20,1.0
bot429_611,184.6,39.7,230,0.532,0.753,101.3,1,1,1,2025-10-20,1.0
player372_612,154.14,36.9,168,0.766,0.641,56.5,1,1,1,2025-10-20,1.0
bot601_613,171.35,22.9,81,0.641,0.702,64.7,1,1,1,2025-10-20,1.0
user5624_614,54.21,30.5,177,0.99,0.686,51.5,1,1,1,2025-10-20,1.0
GoldeHuijsen_615,34.48,54.1,61,0.295,0.371,149.6,0,0,0,2025-10-20,1.0
rodrigo_750_616,20.03,119.5,3,0.162,0.229,165.4,0,0,0,2025-10-20,1.0
GamerPlays397_617,28.34,40.2,17,0.072,0.144,165.5,0,0,0,2025-10-20,1.0
Superzz299_618,17.49,73.7,36,0.062,0.064,120.8,0,0,0,2025-10-20,1.0
UltraTTV904_619,73.51,26.1,229,0.814,0.779,115.4,1,0,1,2025-10-20,1.0
guest8461_620,151.18,26.0,151,0.542,0.752,109.7,0,1,1,2025-10-20,1.0
natyfrag_621,16.48,24.6,47,0.043,0.361,24.2,0,0,0,2025-10-20,1.0
GREZHIA_622,32.99,76.4,54,0.245,0.306,113.5,0,0,0,2025-10-20,1.0
rossacuario01_623,23.56,105.7,3,0.109,0.295,112.0,0,0,0,2025-10-20,1.0
bot513_624,31.02,55.7,30,0.477,0.638,68.2,1,1,1,2025-10-20,1.0
guest7115_625,43.83,27.5,284,0.587,0.779,15.5,1,1,1,2025-10-20,1.0
Euph96_626,26.65,116.4,18,0.24,0.084,102.7,0,0,0,2025-10-20,1.0
DarkStream_627,34.97,78.4,68,0.205,0.497,107.4,0,0,0,2025-10-20,1.0
Lady2025810_628,16.65,112.4,41,0.253,0.269,61.8,1,0,0,2025-10-20,1.0
mikeee25AA_629,22.39,99.9,47,0.183,0.102,167.1,0,0,0,2025-10-20,1.0
SuperXD723_630,9.81,48.9,37,0.009,0.152,79.3,0,0,0,2025-10-20,1.0
user9215_631,39.39,41.6,26,0.575,0.613,61.3,0,1,1,2025-10-20,1.0
EpicPro982_632,6.63,97.7,13,0.158,0.181,108.5,0,0,0,2025-10-20,1.0
RodriTTMalibu_633,125.69,20.7,125,0.914,0.9,40.4,0,0,1,2025-10-20,1.0
GamerPro_634,15.82,108.1,21,0.081,0.139,131.2,0,0,0,2025-10-20,1.0
veronicazcabellos_635,16.03,43.9,30,0.133,0.179,71.7,1,0,0,2025-10-20,1.0
player460_636,148.24,27.8,192,0.841,0.819,54.3,1,1,1,2025-10-20,1.0
viewer2992_637,90.27,38.7,39,0.79,0.663,86.9,1,1,1,2025-10-20,1.0
QueenXD_638,29.34,79.4,61,0.113,0.296,127.2,0,0,0,2025-10-20,1.0
jjy7_639,11.48,65.5,19,0.189,0.017,39.1,0,0,0,2025-10-20,1.0
bot686_640,105.81,17.2,211,0.913,0.856,99.8,1,1,1,2025-10-20,1.0
guest3823_641,179.15,36.7,151,0.73,0.629,82.1,0,1,1,2025-10-20,1.0
guest1437_642,86.23,21.3,136,0.772,0.661,84.5,1,1,1,2025-10-20,1.0
viewer5792_643,26.59,44.8,20,0.596,0.532,59.0,1,1,1,2025-10-20,1.0
CrazyGaming_644,29.4,53.6,26,0.183,0.351,129.8,0,0,0,2025-10-20,1.0
bot520_645,133.15,21.1,192,0.853,0.862,48.1,1,1,1,2025-10-20,1.0
rumualdo9_646,33.64,29.1,62,0.313,0.489,127.1,0,0,0,2025-10-20,1.0
player652_647,35.98,51.3,22,0.442,0.638,37.6,1,1,1,2025-10-20,1.0
Rosioz_648,28.5,58.5,48,0.42,0.503,32.9,0,0,1,2025-10-20,1.0
emanuelc_10_649,24.42,65.2,41,0.16,0.135,121.9,0,0,0,2025-10-20,1.0
Master2025378_650,15.97,41.5,15,0.051,0.287,140.9,0,0,0,2025-10-20,1.0
Ultra2025_651,25.09,49.4,55,0.205,0.498,125.8,0,0,0,2025-10-20,1.0
test3284_652,148.13,29.7,48,0.698,0.669,23.0,0,1,1,2025-10-20,1.0
Leax_653,10.42,77.8,20,0.16,0.351,165.1,0,0,0,2025-10-20,1.0
viewer8799_654,133.59,18.0,38,0.56,0.836,112.5,1,1,1,2025-10-20,1.0
FirePlays_655,23.39,28.4,10,0.22,0.173,85.8,0,0,0,2025-10-20,1.0
LordPlays_656,25.32,32.2,41,0.144,0.18,82.1,0,0,0,2025-10-20,1.0
viewer7346_657,66.6,37.5,118,0.686,0.889,44.0,0,1,1,2025-10-20,1.0
triniyari_658,16.11,72.7,46,0.009,0.309,18.8,1,0,0,2025-10-20,1.0
test4432_659,41.44,27.7,191,0.698,0.69,32.0,0,1,1,2025-10-20,1.0
test8842_660,73.36,37.9,61,0.909,0.745,106.0,0,1,1,2025-10-20,1.0
MasterStream960_661,16.9,30.7,21,0.177,0.11,39.8,0,0,0,2025-10-20,1.0
ProPlays_662,12.2,55.3,32,0.225,0.271,43.7,0,0,0,2025-10-20,1.0
test1687_663,93.06,25.0,204,0.755,0.646,40.9,0,1,1,2025-10-20,1.0
Crazyxx_664,3.25,53.5,21,0.297,0.083,102.6,0,0,0,2025-10-20,1.0
Anderrr111_665,15.84,113.7,3,0.268,0.124,63.0,0,0,0,2025-10-20,1.0
GamerStream_666,19.76,21.8,36,0.251,0.16,86.2,0,0,0,2025-10-20,1.0
viewer6699_667,129.81,33.3,85,0.863,0.835,108.0,0,1,1,2025-10-20,1.0
KingPlays595_668,14.61,39.9,17,0.013,0.253,52.3,0,0,0,2025-10-20,1.0
Giandrex_669,71.6,36.6,204,0.643,0.91,104.1,0,0,1,2025-10-20,1.0
Epiczz597_670,26.68,76.1,20,0.014,0.269,177.7,0,0,0,2025-10-20,1.0
Narsiso_671,21.09,64.9,14,0.0,0.224,110.4,0,0,0,2025-10-20,1.0
Sonia2002_672,13.78,116.9,5,0.177,0.343,91.7,1,0,0,2025-10-20,1.0
CrazyXD_673,2.73,43.7,39,0.072,0.292,52.8,0,0,0,2025-10-20,1.0
UltraXD_674,19.29,102.0,31,0.289,0.251,143.4,0,0,0,2025-10-20,1.0
rxfaaas_675,14.93,111.0,18,0.15,0.383,134.9,0,0,0,2025-10-20,1.0
Crazy2025_676,4.77,95.8,31,0.082,0.101,175.9,0,0,0,2025-10-20,1.0
player969_677,32.35,45.5,30,0.598,0.686,44.6,1,1,1,2025-10-20,1.0
player645_678,32.15,38.9,33,0.433,0.696,28.6,0,1,1,2025-10-20,1.0
triniyari_679,104.61,11.9,98,0.623,0.865,86.9,1,0,1,2025-10-20,1.0
Vanessit1_680,30.46,56.2,30,0.334,0.416,141.5,0,0,0,2025-10-20,1.0
Markitosss_23_681,5.73,58.6,47,0.267,0.209,101.3,0,0,0,2025-10-20,1.0
King2024273_682,43.06,34.8,171,0.888,0.689,44.7,1,0,1,2025-10-20,1.0
user3432_683,45.08,33.5,94,0.572,0.644,8.1,1,1,1,2025-10-20,1.0
user6154_684,37.18,46.0,16,0.491,0.688,91.0,1,1,1,2025-10-20,1.0
realjjay_685,5.83,88.8,49,0.119,0.25,173.7,0,0,0,2025-10-20,1.0
LordYT292_686,11.25,88.2,19,0.064,0.15,56.3,1,0,0,2025-10-20,1.0
user7525_687,40.05,10.5,192,0.682,0.747,69.9,1,1,1,2025-10-20,1.0
Blaker117_688,28.71,43.0,14,0.282,0.158,132.1,0,0,0,2025-10-20,1.0
player983_689,116.56,27.6,176,0.543,0.622,17.1,1,1,1,2025-10-20,1.0
WildPro_690,5.26,23.9,37,0.194,0.113,60.3,0,0,0,2025-10-20,1.0
viewer6289_691,25.29,52.0,47,0.531,0.588,23.6,0,1,1,2025-10-20,1.0
leidy123456_692,20.51,89.6,36,0.205,0.157,77.1,0,0,0,2025-10-20,1.0
LordXD_693,31.95,69.8,43,0.229,0.244,38.1,0,0,0,2025-10-20,1.0
bot719_694,29.43,47.4,48,0.562,0.648,79.0,1,1,1,2025-10-20,1.0
ShadowGaming824_695,22.06,72.8,66,0.238,0.442,91.7,0,0,0,2025-10-20,1.0
mampano20_696,26.82,22.4,20,0.158,0.271,58.7,0,0,0,2025-10-20,1.0
Fabrizzio2008_697,8.32,92.5,27,0.064,0.078,23.8,0,0,0,2025-10-20,1.0
Salome578_698,9.9,77.5,24,0.169,0.063,155.5,0,0,0,2025-10-20,1.0
viewer6511_699,50.43,23.9,275,0.769,0.789,17.1,1,1,1,2025-10-20,1.0
Davidxx00_700,18.89,51.2,45,0.261,0.223,65.2,0,0,0,2025-10-20,1.0
Super123_701,30.94,58.9,33,0.458,0.524,76.3,0,0,1,2025-10-20,1.0
test1783_702,26.48,37.0,39,0.565,0.671,53.2,1,1,1,2025-10-20,1.0
Carlos_pl2_703,24.1,73.0,4,0.012,0.245,147.0,0,0,0,2025-10-20,1.0
test7435_704,26.4,53.0,41,0.462,0.561,87.0,1,1,1,2025-10-20,1.0
user6686_705,63.23,31.3,210,0.606,0.928,51.2,1,1,1,2025-10-20,1.0
juss10_706,30.75,37.8,58,0.382,0.228,82.0,0,0,0,2025-10-20,1.0
EpicYT572_707,33.3,44.4,59,0.353,0.413,116.3,0,0,0,2025-10-20,1.0
user9449_708,40.99,34.3,286,0.546,0.661,115.5,1,1,1,2025-10-20,1.0
player988_709,51.59,21.8,159,0.8,0.711,84.9,0,1,1,2025-10-20,1.0
Nenamaria47_710,2.47,81.8,5,0.032,0.26,63.1,0,0,0,2025-10-20,1.0
rumualdo9_711,12.73,103.6,48,0.132,0.157,153.9,0,0,0,2025-10-20,1.0
bot803_712,147.04,23.9,141,0.825,0.807,12.2,1,1,1,2025-10-20,1.0
user1845_713,106.94,23.3,111,0.858,0.736,35.8,1,1,1,2025-10-20,1.0
Yesi2209_714,28.09,27.9,49,0.155,0.332,165.9,0,0,0,2025-10-20,1.0
guest1834_715,47.56,15.3,288,0.535,0.735,62.9,1,1,1,2025-10-20,1.0
abigail_JIJIJI_716,34.86,18.5,37,0.322,0.477,34.9,0,0,0,2025-10-20,1.0
Nenamaria47_717,26.44,57.4,18,0.53,0.583,52.4,0,0,1,2025-10-20,1.0
SuperLive_718,17.77,79.4,33,0.149,0.007,66.9,0,0,0,2025-10-20,1.0
LadyPlays_719,23.1,41.0,58,0.176,0.41,113.6,0,0,0,2025-10-20,1.0
ShadowPlays959_720,15.53,77.4,26,0.22,0.227,56.2,0,0,0,2025-10-20,1.0
fabiuhhh_721,177.43,20.3,135,0.946,0.909,87.2,1,0,1,2025-10-20,1.0
jeremswi_722,4.19,82.5,22,0.167,0.085,127.0,0,0,0,2025-10-20,1.0
user2628_723,134.99,10.3,201,0.957,0.833,105.5,1,1,1,2025-10-20,1.0
user2917_724,71.19,25.1,237,0.531,0.819,18.7,1,1,1,2025-10-20,1.0
SuperTTV_725,36.3,58.7,42,0.568,0.652,33.5,0,0,1,2025-10-20,1.0
yyxhir_726,11.58,53.5,49,0.157,0.056,47.3,0,0,0,2025-10-20,1.0
DarkLive_727,11.41,34.7,9,0.05,0.018,163.4,0,0,0,2025-10-20,1.0
Alejo_ElPrrrinci_728,6.42,59.2,42,0.242,0.25,55.8,0,0,0,2025-10-20,1.0
Alexandra0901_729,11.48,61.2,7,0.071,0.021,179.4,0,0,0,2025-10-20,1.0
GamerLive513_730,28.15,24.8,64,0.112,0.442,145.7,0,0,0,2025-10-20,1.0
dankel150_731,26.65,118.1,21,0.266,0.204,131.9,1,0,0,2025-10-20,1.0
Kingxx_732,16.85,55.4,40,0.133,0.127,132.9,0,0,0,2025-10-20,1.0
Mila_318_733,18.91,34.5,40,0.257,0.193,143.1,0,0,0,2025-10-20,1.0
player286_734,38.01,38.6,26,0.485,0.528,21.8,0,1,1,2025-10-20,1.0
user3066_735,74.16,25.2,256,0.866,0.806,72.9,1,1,1,2025-10-20,1.0
Sahory08_736,11.34,64.2,27,0.135,0.197,60.8,0,0,0,2025-10-20,1.0
LadyGaming527_737,5.08,81.0,23,0.017,0.218,24.1,0,0,0,2025-10-20,1.0
guest8754_738,65.02,32.6,183,0.637,0.78,43.4,1,1,1,2025-10-20,1.0
user8953_739,32.21,41.3,27,0.41,0.637,54.9,1,1,1,2025-10-20,1.0
Anderrr111_740,27.04,72.4,9,0.17,0.251,155.8,0,0,0,2025-10-20,1.0
leidy123456_741,30.63,29.2,59,0.316,0.471,35.7,0,0,0,2025-10-20,1.0
BRISA_PUEE444_742,31.48,50.4,36,0.554,0.589,57.8,0,0,1,2025-10-20,1.0
user8566_743,105.24,14.8,207,0.986,0.814,87.2,1,1,1,2025-10-20,1.0
Monchiix_744,4.02,89.1,28,0.114,0.136,115.5,0,0,0,2025-10-20,1.0
ProTTV_745,25.3,79.6,44,0.156,0.433,187.5,0,0,0,2025-10-20,1.0
guest1294_746,65.38,36.4,265,0.515,0.914,19.8,1,1,1,2025-10-20,1.0
player773_747,161.13,21.3,95,0.603,0.696,36.6,1,1,1,2025-10-20,1.0
Anettec_748,23.61,32.8,66,0.123,0.383,145.9,0,0,0,2025-10-20,1.0
Jeffer20xi_749,33.58,52.5,50,0.179,0.382,127.9,0,0,0,2025-10-20,1.0
test7140_750,139.82,25.8,145,0.565,0.937,56.7,1,1,1,2025-10-20,1.0
yyxhir_751,3.58,63.3,39,0.166,0.259,65.6,0,0,0,2025-10-20,1.0
EpicPro295_752,4.23,78.3,47,0.146,0.362,152.0,0,0,0,2025-10-20,1.0
MasterYT_753,2.65,33.3,33,0.241,0.395,68.9,0,0,0,2025-10-20,1.0
CrazyYT_754,21.31,55.1,36,0.259,0.483,127.3,0,0,0,2025-10-20,1.0
Queen2024496_755,25.93,58.2,37,0.188,0.15,34.0,0,0,0,2025-10-20,1.0
user1155_756,158.09,34.2,257,0.627,0.612,90.0,1,1,1,2025-10-20,1.0
daniela0122_757,25.61,68.1,12,0.249,0.215,36.0,0,0,0,2025-10-20,1.0
user7078_758,183.31,33.5,218,0.808,0.928,30.7,0,1,1,2025-10-20,1.0
Shadow__759,23.13,33.6,30,0.12,0.427,57.9,0,0,0,2025-10-20,1.0
Gamer123_760,21.61,70.2,10,0.212,0.117,58.1,0,0,0,2025-10-20,1.0
viewer4576_761,109.76,27.8,189,0.534,0.916,25.4,1,1,1,2025-10-20,1.0
test2189_762,27.53,52.8,49,0.589,0.539,90.0,0,1,1,2025-10-20,1.0
Sebgol_763,13.71,97.9,37,0.172,0.329,105.7,0,0,0,2025-10-20,1.0
QueenPro_764,34.59,64.6,52,0.21,0.254,146.7,0,0,0,2025-10-20,1.0
Gamer2025_765,13.93,53.2,45,0.03,0.047,60.9,0,0,0,2025-10-20,1.0
yeni0707_766,14.18,31.2,9,0.246,0.354,49.9,0,0,0,2025-10-20,1.0
GamerStream_767,28.26,55.8,46,0.348,0.45,174.6,0,0,0,2025-10-20,1.0
KingPro_768,27.93,28.8,47,0.276,0.022,71.3,0,0,0,2025-10-20,1.0
test6796_769,168.82,35.5,108,0.976,0.619,22.2,1,1,1,2025-10-20,1.0
realjjay_770,137.57,17.2,134,0.54,0.656,39.3,1,0,1,2025-10-20,1.0
player271_771,48.73,28.0,273,0.692,0.682,55.9,1,1,1,2025-10-20,1.0
Queen__772,23.63,61.9,58,0.166,0.35,89.5,0,0,0,2025-10-20,1.0
Shadowzz507_773,34.49,76.6,55,0.339,0.253,152.7,0,0,0,2025-10-20,1.0
ShadowPro_774,20.02,72.5,18,0.294,0.128,136.5,0,0,0,2025-10-20,1.0
KingPlays_775,23.38,30.6,50,0.268,0.431,158.8,0,0,0,2025-10-20,1.0
jacqui_2025_776,15.83,81.9,6,0.212,0.217,99.4,0,0,0,2025-10-20,1.0
LadyPro844_777,25.92,42.8,51,0.239,0.251,33.2,0,0,0,2025-10-20,1.0
Super2024_778,24.61,25.4,6,0.132,0.101,136.7,0,0,0,2025-10-20,1.0
LadyPro_779,24.05,64.7,33,0.302,0.475,85.1,0,0,0,2025-10-20,1.0
bot612_780,57.79,36.0,110,0.581,0.857,9.4,1,1,1,2025-10-20,1.0
Leax_781,23.25,29.1,27,0.019,0.143,112.2,0,0,0,2025-10-20,1.0
user5942_782,55.11,34.9,277,0.825,0.639,51.2,1,1,1,2025-10-20,1.0
HaroldSkn_783,19.26,43.4,6,0.0,0.243,71.6,0,0,0,2025-10-20,1.0
CDanQui_W_784,25.79,51.2,41,0.037,0.073,171.6,0,0,0,2025-10-20,1.0
Alexandra0901_785,2.91,28.8,42,0.195,0.383,67.2,0,0,0,2025-10-20,1.0
Epic_327_786,107.61,11.3,229,0.959,0.706,103.7,1,0,1,2025-10-20,1.0
test5282_787,52.94,21.1,95,0.902,0.779,118.1,1,1,1,2025-10-20,1.0
viewer9865_788,44.02,30.8,52,0.955,0.776,20.8,1,1,1,2025-10-20,1.0
player967_789,26.18,35.2,17,0.421,0.537,47.3,1,1,1,2025-10-20,1.0
viewer1019_790,40.91,24.0,184,0.652,0.721,115.5,0,1,1,2025-10-20,1.0
Zell10_791,11.82,41.7,30,0.104,0.263,12.7,1,0,0,2025-10-20,1.0
EpicPro110_792,21.09,15.4,48,0.225,0.439,122.3,0,0,0,2025-10-20,1.0
maffe900_793,27.18,52.1,36,0.531,0.502,94.2,1,0,1,2025-10-20,1.0
player316_794,151.83,21.1,146,0.516,0.699,8.9,0,1,1,2025-10-20,1.0
sindyic_795,29.75,62.2,9,0.291,0.394,41.8,0,0,0,2025-10-20,1.0
Master_522_796,163.94,29.3,173,0.521,0.968,96.9,1,0,1,2025-10-20,1.0
viewer3667_797,29.13,59.0,26,0.6,0.699,35.3,1,1,1,2025-10-20,1.0
Naamin02_798,4.31,80.7,7,0.251,0.326,100.7,0,0,0,2025-10-20,1.0
Andres0524_799,23.97,111.2,36,0.127,0.026,147.6,0,0,0,2025-10-20,1.0
jhail10_800,16.88,102.9,22,0.019,0.223,39.1,0,0,0,2025-10-20,1.0
Cristian_1904_801,17.07,73.3,32,0.091,0.216,42.3,0,0,0,2025-10-20,1.0
Denissegoau_802,39.21,41.1,19,0.504,0.523,94.7,1,0,1,2025-10-20,1.0
Yael912j_803,94.12,37.8,90,0.686,0.764,55.5,1,0,1,2025-10-20,1.0
QueenStream785_804,24.32,80.9,8,0.087,0.388,64.3,1,0,0,2025-10-20,1.0
Mikyyybb_805,28.09,39.7,31,0.589,0.686,36.5,1,0,1,2025-10-20,1.0
bot195_806,60.79,26.8,240,0.854,0.665,116.8,1,1,1,2025-10-20,1.0
QueenLive_807,7.07,87.2,24,0.298,0.091,62.8,0,0,0,2025-10-20,1.0
MegaYT632_808,28.53,108.5,13,0.19,0.304,177.6,0,0,0,2025-10-20,1.0
Ultra2024184_809,8.98,109.1,36,0.022,0.328,93.8,0,0,0,2025-10-20,1.0
user6303_810,102.76,23.4,227,0.679,0.624,13.5,1,1,1,2025-10-20,1.0
viewer7482_811,93.97,38.2,173,0.866,0.951,117.1,0,1,1,2025-10-20,1.0
Dark123_812,18.5,88.4,20,0.135,0.132,147.4,0,0,0,2025-10-20,1.0
player515_813,79.92,26.4,104,0.951,0.682,106.7,1,1,1,2025-10-20,1.0
alissonlama_814,17.69,118.1,27,0.278,0.163,179.8,0,0,0,2025-10-20,1.0
veronicazcabellos_815,7.11,56.1,38,0.197,0.232,100.1,0,0,0,2025-10-20,1.0
franc1sco21_816,10.45,71.2,32,0.246,0.305,178.0,1,0,0,2025-10-20,1.0
EpicXD489_817,30.4,42.7,48,0.375,0.234,42.1,0,0,0,2025-10-20,1.0
GoldeHuijsen_818,36.92,52.4,30,0.547,0.625,88.3,0,0,1,2025-10-20,1.0
test8427_819,160.55,33.1,207,0.883,0.921,75.6,1,1,1,2025-10-20,1.0
test5025_820,108.96,25.3,67,0.712,0.73,26.1,1,1,1,2025-10-20,1.0
bot787_821,39.81,46.8,39,0.465,0.519,98.1,1,1,1,2025-10-20,1.0
liliangiuliana17_822,36.42,51.4,27,0.411,0.651,96.4,1,0,1,2025-10-20,1.0
viewer8361_823,30.13,57.7,15,0.516,0.61,37.5,1,1,1,2025-10-20,1.0
Matthewbpv_824,22.74,80.1,34,0.117,0.195,178.3,0,0,0,2025-10-20,1.0
alberatriz_825,22.12,43.4,29,0.166,0.379,196.0,0,0,0,2025-10-20,1.0
player301_826,59.53,24.9,39,0.955,0.698,81.2,1,1,1,2025-10-20,1.0
Afra_02_827,21.33,62.3,46,0.022,0.321,46.6,0,0,0,2025-10-20,1.0
abyy000_828,10.37,55.9,36,0.183,0.071,73.9,0,0,0,2025-10-20,1.0
player810_829,161.52,16.2,221,0.511,0.759,94.2,1,1,1,2025-10-20,1.0
viewer1744_830,116.23,19.5,162,0.93,0.825,84.9,1,1,1,2025-10-20,1.0
user7736_831,62.55,34.1,50,0.993,0.893,27.9,1,1,1,2025-10-20,1.0
player312_832,158.7,35.5,144,0.651,0.724,87.0,0,1,1,2025-10-20,1.0
viewer2007_833,32.83,30.4,15,0.595,0.544,84.4,1,1,1,2025-10-20,1.0
bot412_834,128.43,21.9,65,0.933,0.66,40.6,1,1,1,2025-10-20,1.0
test8449_835,138.15,22.5,281,0.933,0.617,8.0,1,1,1,2025-10-20,1.0
Mila_318_836,26.52,50.3,23,0.403,0.533,68.5,0,0,1,2025-10-20,1.0
bot168_837,57.9,25.5,242,0.971,0.884,87.9,0,1,1,2025-10-20,1.0
guadalupe18reyna_838,21.23,58.5,25,0.289,0.365,168.0,0,0,0,2025-10-20,1.0
bot498_839,159.39,29.8,246,0.553,0.614,63.5,1,1,1,2025-10-20,1.0
Rosioz_840,20.69,90.5,47,0.067,0.187,52.6,1,0,0,2025-10-20,1.0
KingPro155_841,17.36,83.4,30,0.275,0.359,175.1,0,0,0,2025-10-20,1.0
Lady2024_842,15.01,117.8,34,0.122,0.01,106.1,1,0,0,2025-10-20,1.0
ProGaming123_843,22.52,59.3,36,0.097,0.316,68.0,0,0,0,2025-10-20,1.0
camilaaylen_844,16.53,34.0,27,0.073,0.074,21.0,0,0,0,2025-10-20,1.0
bot944_845,184.98,14.1,44,0.509,0.655,80.7,1,1,1,2025-10-20,1.0
ShadowTTV_846,11.91,102.1,39,0.163,0.062,52.7,0,0,0,2025-10-20,1.0
WildLive_847,24.63,72.1,37,0.11,0.015,163.7,0,0,0,2025-10-20,1.0
Jos_2020_848,21.42,36.8,30,0.35,0.349,135.6,0,0,0,2025-10-20,1.0
Gamer123_849,10.41,35.0,13,0.141,0.17,59.1,0,0,0,2025-10-20,1.0
rxfaaas_850,32.16,57.1,64,0.214,0.377,178.0,0,0,0,2025-10-20,1.0
player426_851,27.1,46.3,15,0.419,0.511,78.0,1,1,1,2025-10-20,1.0
luchoovl2_852,29.95,29.0,43,0.333,0.486,43.4,0,0,0,2025-10-20,1.0
ThuZambito_69_853,31.16,35.1,50,0.373,0.335,145.9,0,0,0,2025-10-20,1.0
Juanes_P30_854,34.58,58.6,18,0.462,0.622,97.1,1,0,1,2025-10-20,1.0
user2603_855,75.57,16.2,233,0.627,0.94,71.0,1,1,1,2025-10-20,1.0
Giandrex_856,33.41,53.2,52,0.315,0.465,45.0,0,0,0,2025-10-20,1.0
bot251_857,79.29,34.4,122,0.556,0.817,71.9,1,1,1,2025-10-20,1.0
EpicPro_858,25.09,101.6,40,0.247,0.085,92.0,0,0,0,2025-10-20,1.0
guest9718_859,42.19,12.4,99,0.514,0.84,54.0,1,1,1,2025-10-20,1.0
test6560_860,115.85,36.3,103,0.502,0.662,45.2,1,1,1,2025-10-20,1.0
Queen12321_861,28.11,90.7,45,0.071,0.138,138.0,0,0,0,2025-10-20,1.0
user8774_862,128.7,14.4,54,0.908,0.94,99.7,0,1,1,2025-10-20,1.0
RossiDC_863,48.88,27.1,205,0.605,0.811,103.5,0,0,1,2025-10-20,1.0
Lady_128_864,21.01,76.3,10,0.093,0.36,127.0,0,0,0,2025-10-20,1.0
Queenzz402_865,8.29,47.8,11,0.27,0.068,160.1,0,0,0,2025-10-20,1.0
Darkzz_866,27.04,72.3,61,0.289,0.415,37.3,0,0,0,2025-10-20,1.0
guest4446_867,82.42,23.0,299,0.61,0.639,72.3,1,1,1,2025-10-20,1.0
player291_868,28.97,58.0,40,0.551,0.544,55.4,0,1,1,2025-10-20,1.0
test9055_869,39.62,31.4,27,0.443,0.651,71.2,1,1,1,2025-10-20,1.0
chelu12_870,26.97,40.9,63,0.199,0.278,156.4,0,0,0,2025-10-20,1.0
test2916_871,87.69,19.6,74,0.892,0.647,78.0,1,1,1,2025-10-20,1.0
Euph96_872,11.63,92.5,3,0.087,0.257,41.6,0,0,0,2025-10-20,1.0
GamerPro_873,12.75,97.1,9,0.061,0.274,105.2,0,0,0,2025-10-20,1.0
naoo2025_874,17.39,98.4,15,0.196,0.116,109.7,0,0,0,2025-10-20,1.0
TP_mafe26_875,18.01,113.8,3,0.172,0.287,136.7,0,0,0,2025-10-20,1.0
Antonella_12ofic_876,10.4,119.5,18,0.281,0.157,84.6,0,0,0,2025-10-20,1.0
player624_877,138.55,35.3,56,0.779,0.79,86.2,1,1,1,2025-10-20,1.0
ProTTV_878,14.53,86.2,36,0.268,0.382,97.4,0,0,0,2025-10-20,1.0
Ultra123_879,9.31,47.9,45,0.195,0.033,33.0,0,0,0,2025-10-20,1.0
mampano20_880,20.07,15.6,42,0.343,0.376,137.9,0,0,0,2025-10-20,1.0
Crazy2024_881,18.25,79.5,16,0.08,0.305,53.7,0,0,0,2025-10-20,1.0
user7305_882,119.52,33.0,57,0.667,0.629,91.6,1,1,1,2025-10-20,1.0
guest7737_883,117.7,37.4,194,0.773,0.695,44.5,0,1,1,2025-10-20,1.0
viewer4339_884,32.46,32.8,25,0.597,0.692,45.6,0,1,1,2025-10-20,1.0
guest5070_885,52.94,22.8,215,0.529,0.948,55.9,1,1,1,2025-10-20,1.0
viewer5185_886,161.77,20.6,286,0.981,0.836,111.8,1,1,1,2025-10-20,1.0
Dark2024_887,8.36,75.3,33,0.051,0.39,93.0,1,0,0,2025-10-20,1.0
